House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
31,Dunn Lane,Bernard,Barnett,18,Son,Divorced,Male,Student,None,None
31,Dunn Lane,Jordan,Barnett,12,Son,NA,Male,Student,None,NA
31,Dunn Lane,Ben,Barnett,9,Son,NA,Male,Student,None,NA
32,Dunn Lane,Jemma,Johnson,55,Head,Married,Female,Insurance risk surveyor,None,Methodist
32,Dunn Lane,Darren,Johnson,57,Husband,Married,Male,Child psychotherapist,None,None
32,Dunn Lane,Tina,Johnson,35,Daughter,Single,Female,Unemployed,None,Methodist
32,Dunn Lane,Peter,Johnson,33,Son,Single,Male,Education administrator,None,None
32,Dunn Lane,Joanne,Johnson,31,Daughter,Single,Female,Analytical chemist,None,None
32,Dunn Lane,Leanne,Johnson,30,Daughter,Divorced,Female,Clinical biochemist,None,Methodist
33,Dunn Lane,Garry,Jordan,57,Head,Single,Male,Mechanical engineer,None,Christian
34,Dunn Lane,Caroline,Green,42,Head,Married,Female,"Engineer, manufacturing",None,Christian
34,Dunn Lane,Gavin,Green,41,Husband,Married,Male,TEFL teacher,None,Christian
34,Dunn Lane,Jill,Green,25,Daughter,Single,Female,Private music teacher,None,Christian
35,Dunn Lane,Helen,Clark,46,Head,Divorced,Female,Unemployed,None,None
35,Dunn Lane,Henry,Clark,12,Adopted Son,NA,Male,Student,None,NA
36,Dunn Lane,Catherine,Doyle,36,Head,Single,Female,Proofreader,None,Catholic
36,Dunn Lane,Stewart,George,38,Partner,Single,Male,Medical physicist,None,Catholic
36,Dunn Lane,Leigh,Doyle,3,Son,NA,Male,Child,None,NA
37,Dunn Lane,Alice,Holmes,44,Head,Married,Female,Commercial art gallery manager,None,None
37,Dunn Lane,Callum,Holmes,44,Husband,Married,Male,TEFL teacher,None,None
38,Dunn Lane,Katherine,Randall,58,Head,Divorced,Female,Geochemist,None,None
38,Dunn Lane,Alexandra,Bevan,12,Granddaughter,NA,Female,Student,None,NA
38,Dunn Lane,Beverley,Patel,8,Granddaughter,NA,Female,Student,None,NA
38,Dunn Lane,Terence,Thompson,4,Grandson,NA,Male,Child,None,NA
39,Dunn Lane,Gemma,Robinson,32,Head,Single,Female,Unemployed,None,Methodist
39,Dunn Lane,Ross,Randall,47,Lodger,Widowed,Male,Unemployed,None,None
39,Dunn Lane,Jamie,Martin,33,Lodger,Single,Male,Research scientist (life sciences),None,Catholic
39,Dunn Lane,Jack,Jarvis,23,Lodger,Single,Male,"Psychotherapist, child",None,Methodist
39,Dunn Lane,Anne,Chamberlain,64,Lodger,Single,Female,Computer games developer,None,Christian
40,Dunn Lane,Chelsea,Lewis,49,Head,Single,Female,Statistician,None,None
40,Dunn Lane,Gerard,Jackson,25,None,Single,Male,"Scientist, water quality",None,None
40,Dunn Lane,Linda,Graham,32,None,Single,Female,Unemployed,None,Catholic
1,England Green,Robert,Reeves,34,Head,Single,Male,"Engineer, chemical",None,Christian
2,England Green,Josephine,Thomas,75,Head,Married,Female,Retired Charity officer,None,None
2,England Green,Sean,Thomas,78,Husband,Married,Male,Retired Warehouse manager,None,None
3,England Green,Max,Stevens,29,Head,Married,Male,Restaurant manager,None,None
3,England Green,Valerie,Stevens,27,Wife,Married,Female,"Lighting technician, broadcasting/film/video",None,None
4,England Green,Pamela,Taylor,43,Head,Married,Female,Energy manager,None,Catholic
4,England Green,Leigh,Taylor,43,Husband,Married,Male,Speech and language therapist,None,Catholic
4,England Green,Dominic,Holland,16,Step-Son,NA,Male,Student,None,NA
4,England Green,Alison,Ali,16,Step-Daughter,NA,Female,Student,None,NA
5,England Green,Sylvia,Davies,33,Head,Married,Female,"Engineer, electronics",None,Catholic
5,England Green,Jason,Davies,34,Husband,Married,Male,"Designer, graphic",None,Catholic
5,England Green,Dean,Davies,16,Son,NA,Male,Student,None,NA
5,England Green,Hilary,Davies,13,Daughter,NA,Female,Student,None,NA
5,England Green,Julian,Simpson,12,Son,NA,Male,Student,None,NA
6,England Green,Mary,Powell,50,Head,Married,Female,Television camera operator,None,Methodist
6,England Green,Tom,Powell,54,Husband,Married,Male,Audiological scientist,None,Methodist
6,England Green,Kayleigh,Powell,15,Daughter,NA,Female,Student,None,NA
7,England Green,Jessica,Foster,52,Head,Divorced,Female,Risk analyst,None,None
7,England Green,Terry,Foster,13,Son,NA,Male,Student,None,NA
7,England Green,Rachael,Foster,9,Daughter,NA,Female,Student,None,NA
7,England Green,Grace,Foster,2,Daughter,NA,Female,Child,None,NA
7,England Green,Harry,Harper-Foster,2,Son,NA,Male,Child,None,NA
8,England Green,Chelsea,Hopkins,84,Head,Married,Female,Retired Leisure centre manager,None,Christian
8,England Green,Nathan,Hopkins,86,Husband,Married,Male,Retired Bookseller,None,Christian
9,England Green,Sharon,Pearson,50,Head,Divorced,Female,Unemployed,None,Catholic
9,England Green,Glenn,Pearson,15,Son,NA,Male,Student,None,NA
1,Jackson Neck,Robin,Riley,30,Head,Single,Male,Data processing manager,None,None
1,Jackson Neck,Glenn,Riley,10,Son,NA,Male,Student,None,NA
1,Jackson Neck,Callum,Riley,6,Son,NA,Male,Student,None,NA
1,Jackson Neck,Ronald,Riley,2,Son,NA,Male,Child,None,NA
2,Jackson Neck,Hayley,Flynn-Simpson,33,Head,Single,Female,Unemployed,None,None
2,Jackson Neck,Naomi,Flynn-Simpson,6,Daughter,NA,Female,Student,None,NA
2,Jackson Neck,Clare,Flynn-Simpson,5,Daughter,NA,Female,Student,None,NA
2,Jackson Neck,Abdul,Flynn-Simpson,2,Son,NA,Male,Child,None,NA
3,Jackson Neck,Hilary,Foster,37,Head,Single,Female,Copy,None,Christian
4,Jackson Neck,Lesley,Jones,54,Head,Divorced,Female,Hydrographic surveyor,None,Christian
4,Jackson Neck,Stewart,Jones,19,Son,Single,Male,University Student,None,Christian
4,Jackson Neck,Karen,Jones,19,Daughter,Single,Female,University Student,None,None
5,Jackson Neck,Charlene,Williams,32,Head,Married,Female,Diagnostic radiographer,None,None
5,Jackson Neck,Shane,Williams-Lawrence,38,Husband,Married,Male,Biomedical scientist,None,None
5,Jackson Neck,Elliott,Henry,59,Lodger,Divorced,Male,Chemical engineer,None,Methodist
5,Jackson Neck,Victor,Jones,38,Lodger,Divorced,Male,"Radiographer, therapeutic",None,Christian
6,Jackson Neck,Teresa,Smith,22,Head,Single,Female,Unemployed,None,None
7,Jackson Neck,Anna,Wood,51,Head,Married,Female,Aid worker,None,None
7,Jackson Neck,Arthur,Wood,54,Husband,Married,Male,"Therapist, drama",None,None
7,Jackson Neck,Patricia,Wood,18,Daughter,Single,Female,Student,None,None
7,Jackson Neck,Joanne,Wood,14,Daughter,NA,Female,Student,None,NA
7,Jackson Neck,Aimee,Wood,14,Daughter,NA,Female,Student,None,NA
7,Jackson Neck,Justin,Wood,14,Son,NA,Male,Student,None,NA
8,Jackson Neck,Fiona,Brown,36,Head,Married,Female,Television camera operator,None,None
8,Jackson Neck,Frederick,Brown,40,Husband,Married,Male,Freight forwarder,None,None
8,Jackson Neck,Shannon,Brown,15,Daughter,NA,Female,Student,None,NA
8,Jackson Neck,Craig,Brown,13,Son,NA,Male,Student,None,NA
9,Jackson Neck,Trevor,Coles,73,Head,Married,Male,Retired Pharmacologist,None,Christian
9,Jackson Neck,Hollie,Coles,70,Wife,Married,Female,Retired Biomedical engineer,None,Christian
10,Jackson Neck,Annette,Wilson,44,Head,Single,Female,Production engineer,None,Christian
10,Jackson Neck,Oliver,Ward,46,Partner,Single,Male,Forensic scientist,None,Christian
10,Jackson Neck,Philip,Wilson,3,Son,NA,Male,Child,None,NA
10,Jackson Neck,Billy,Wilson,1,Son,NA,Male,Child,None,NA
11,Jackson Neck,Grace,Smith,29,Head,Single,Female,"Horticulturist, amenity",None,None
11,Jackson Neck,Abigail,Smith,12,Daughter,NA,Female,Student,None,NA
11,Jackson Neck,Anne,Smith,12,Daughter,NA,Female,Student,None,NA
11,Jackson Neck,Ashley,Smith,9,Son,NA,Male,Student,None,NA
11,Jackson Neck,Beverley,Smith,5,Daughter,NA,Female,Student,None,NA
12,Jackson Neck,Josephine,Bird,42,Head,Single,Female,"Engineer, broadcasting (operations)",None,None
12,Jackson Neck,Conor,James,49,Partner,Single,Male,"Surveyor, land/geomatics",None,None
12,Jackson Neck,Ricky,Bird,7,Son,NA,Male,Student,None,NA
12,Jackson Neck,Steven,Bird,3,Son,NA,Male,Child,None,NA
12,Jackson Neck,Ross,Ryan,29,Cousin,Divorced,Male,"Designer, graphic",None,None
12,Jackson Neck,Aimee,Fletcher,27,Lodger,Single,Female,Phytotherapist,None,None
13,Jackson Neck,Mandy,Cooper,32,Head,Single,Female,"Engineer, energy",None,None
13,Jackson Neck,Mitchell,Bennett,29,Partner,Single,Male,Osteopath,None,None
14,Jackson Neck,Tina,Wilson,35,Head,Married,Female,Environmental consultant,None,Methodist
14,Jackson Neck,Leigh,Wilson,34,Husband,Married,Male,Higher education careers adviser,None,Methodist
14,Jackson Neck,Louis,Wilson,1,Son,NA,Male,Child,None,NA
14,Jackson Neck,Colin,Ahmed,29,Lodger,Divorced,Male,Human resources officer,None,Catholic
15,Jackson Neck,Vanessa,Akhtar,45,Head,Single,Female,Photographer,None,Christian
15,Jackson Neck,Mohammed,Blake,48,Partner,Single,Male,Film/video editor,None,Christian
15,Jackson Neck,Dale,Akhtar,26,Son,Single,Male,"Designer, exhibition/display",None,Christian
15,Jackson Neck,Tony,Akhtar,23,Son,Single,Male,Paramedic,None,None
15,Jackson Neck,Rosemary,Akhtar,9,Daughter,NA,Female,Student,None,NA
16,Jackson Neck,Margaret,White,31,Head,Married,Female,Geoscientist,None,Christian
16,Jackson Neck,Tom,White,26,Husband,Married,Male,"Designer, ceramics/pottery",None,None
17,Jackson Neck,Carole,Payne,61,Head,Married,Female,Operational investment banker,None,Christian
17,Jackson Neck,Harry,Payne,65,Husband,Married,Male,Interior and spatial designer,None,None
17,Jackson Neck,Sian,Payne,22,Daughter,Single,Female,University Student,None,Christian
17,Jackson Neck,Georgina,Payne,19,Daughter,Divorced,Female,Unemployed,None,Christian
17,Jackson Neck,Lucy,Payne,18,Daughter,Single,Female,Student,None,Christian
17,Jackson Neck,Marcus,Payne,15,Son,NA,Male,Student,None,NA
18,Jackson Neck,Hollie,Bennett,63,Head,Married,Female,IT consultant,None,Christian
18,Jackson Neck,Scott,Bennett,64,Husband,Married,Male,Unemployed,None,Christian
18,Jackson Neck,Eric,Bennett,16,Son,NA,Male,Student,None,NA
19,Jackson Neck,Caroline,Parkes,47,Head,Single,Female,"Radiographer, therapeutic",None,None
19,Jackson Neck,Craig,Taylor,49,Partner,Single,Male,Arts administrator,None,None
19,Jackson Neck,Anna,Parkes,17,Daughter,NA,Female,Student,None,NA
19,Jackson Neck,Sheila,Parkes,16,Daughter,NA,Female,Student,None,NA
20,Jackson Neck,Alison,Roberts,49,Head,Married,Female,"Radiographer, therapeutic",None,Christian
20,Jackson Neck,Elliot,Roberts,51,Husband,Married,Male,Mudlogger,None,Christian
20,Jackson Neck,Lydia,Roberts,26,Daughter,Single,Female,Clinical psychologist,None,None
20,Jackson Neck,Peter,Roberts,24,Son,Single,Male,Commercial art gallery manager,None,Christian
20,Jackson Neck,Joel,Roberts,23,Son,Divorced,Male,Meteorologist,None,Christian
20,Jackson Neck,Sian,Roberts,3,Daughter,NA,Female,Child,None,NA
21,Jackson Neck,Jessica,Lane,81,Head,Married,Female,"Retired Journalist, newspaper",None,None
21,Jackson Neck,Stewart,Lane,88,Husband,Married,Male,Retired Insurance account manager,None,None
21,Jackson Neck,Anne,Lane,42,Daughter,Single,Female,Sales executive,None,None
21,Jackson Neck,Angela,Lane,38,Daughter,Divorced,Female,Management consultant,None,None
21,Jackson Neck,Wayne,Savage,36,Son,Single,Male,"Journalist, newspaper",None,None
22,Jackson Neck,Lauren,Cole,50,Head,Single,Female,Unemployed,None,None
22,Jackson Neck,Julie,Cole,25,Daughter,Single,Female,Theatre manager,None,None
22,Jackson Neck,Ann,Cole,22,Daughter,Single,Female,University Student,None,None
23,Jackson Neck,Josephine,Lee,70,Head,Widowed,Female,Retired Publishing rights manager,None,Methodist
23,Jackson Neck,Daniel,Kirk,11,Grandson,NA,Male,Student,Unknown Infection,NA
23,Jackson Neck,Gemma,Kirk,7,Granddaughter,NA,Female,Student,None,NA
23,Jackson Neck,Eleanor,Kirk,7,Granddaughter,NA,Female,Student,None,NA
24,Jackson Neck,Callum,Davis,47,Head,Married,Male,"Runner, broadcasting/film/video",None,None
24,Jackson Neck,Jennifer,Davis,43,Wife,Married,Female,Patent examiner,None,None
24,Jackson Neck,Jamie,Davis,23,Son,Single,Male,Manufacturing systems engineer,None,None
24,Jackson Neck,Elaine,Davis,17,Daughter,NA,Female,Student,None,NA
24,Jackson Neck,Amy,Davis,13,Daughter,NA,Female,Student,None,NA
24,Jackson Neck,Lee,Davis,6,Son,NA,Male,Student,None,NA
25,Jackson Neck,Julia,Smith,45,Head,Married,Female,Acupuncturist,None,Christian
25,Jackson Neck,Howard,Smith,47,Husband,Married,Male,Arts development officer,None,Christian
25,Jackson Neck,Pamela,Smith,20,Daughter,Divorced,Female,University Student,None,None
25,Jackson Neck,Leon,Evans,7,Son,NA,Male,Student,None,NA
26,Jackson Neck,Leanne,Fraser,33,Head,Married,Female,Structural engineer,None,Catholic
26,Jackson Neck,Michael,Fraser,40,Husband,Married,Male,Counselling psychologist,None,Catholic
27,Jackson Neck,Margaret,Evans,41,Head,Single,Female,"Merchandiser, retail",None,None
27,Jackson Neck,Mark,Evans,10,Son,NA,Male,Student,None,NA
27,Jackson Neck,Lawrence,Evans,9,Son,NA,Male,Student,None,NA
27,Jackson Neck,Heather,Evans,6,Daughter,NA,Female,Student,None,NA
28,Jackson Neck,Kelly,Pugh,68,Head,Married,Female,Retired Mining engineer,None,Christian
28,Jackson Neck,Henry,Pugh,66,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,None
28,Jackson Neck,Geraldine,Pugh,11,Granddaughter,NA,Female,Student,None,NA
28,Jackson Neck,Kyle,Pugh,11,Grandson,NA,Male,Student,None,NA
29,Jackson Neck,Kim,Wilson,43,Head,Single,Female,Historic buildings inspector/conservation officer,None,Catholic
29,Jackson Neck,Kathryn,Wilson,18,Daughter,Divorced,Female,Student,None,Catholic
29,Jackson Neck,Joanna,Wilson,15,Daughter,NA,Female,Student,None,NA
29,Jackson Neck,Ashleigh,Wilson,11,Daughter,NA,Female,Student,None,NA
30,Jackson Neck,Karl,Harris,57,Head,Married,Male,Marine scientist,None,Catholic
30,Jackson Neck,Judith,Harris,57,Wife,Married,Female,"Pharmacist, hospital",None,Catholic
30,Jackson Neck,Lindsey,Harris,22,Daughter,Divorced,Female,Tax inspector,None,Catholic
30,Jackson Neck,Kyle,Harris,3,Son,NA,Male,Child,None,NA
31,Jackson Neck,Beverley,Booth,32,Head,Married,Female,Accounting technician,None,None
31,Jackson Neck,George,Booth,36,Husband,Married,Male,Investment analyst,None,None
31,Jackson Neck,Judith,Booth,11,Daughter,NA,Female,Student,None,NA
31,Jackson Neck,Leonard,Booth,11,Son,NA,Male,Student,None,NA
32,Jackson Neck,Katie,Black,51,Head,Married,Female,Civil Service administrator,None,Christian
32,Jackson Neck,Henry,Black,52,Husband,Married,Male,Clinical psychologist,None,Christian
32,Jackson Neck,Marion,Black,16,Daughter,NA,Female,Student,None,NA
32,Jackson Neck,Leon,Black,8,Son,NA,Male,Student,None,NA
32,Jackson Neck,Rita,Black,5,Adopted Daughter,NA,Female,Student,None,NA
32,Jackson Neck,Lindsey,Black,1,Daughter,NA,Female,Child,None,NA
33,Jackson Neck,Charlene,Bennett,49,Head,Married,Female,Interpreter,None,Christian
33,Jackson Neck,Barry,Bennett,51,Husband,Married,Male,"Producer, television/film/video",None,Christian
33,Jackson Neck,Grace,Bennett,14,Daughter,NA,Female,Student,None,NA
34,Jackson Neck,Heather,Wright,31,Head,Single,Female,"Journalist, magazine",None,Muslim
1,Main Lane,Kyle,Burton,38,Head,Single,Male,Museum/gallery conservator,None,None
2,Main Lane,Amber,Wilson,34,Head,Single,Female,Teaching laboratory technician,None,Catholic
2,Main Lane,Nicole,Bradshaw,59,Lodger,Single,Female,Print production planner,None,Christian
2,Main Lane,Carole,Barton,43,Visitor,Single,Female,"Surveyor, rural practice",Disabled,None
2,Main Lane,David,Taylor,54,Lodger,Single,Male,Engineering geologist,None,Christian
2,Main Lane,Ashleigh,Dixon,22,Lodger,Single,Female,University Student,None,None
2,Main Lane,Ashleigh,Thomas,35,Lodger,Single,Female,Restaurant manager,None,None
3,Main Lane,Denise,Taylor,74,Head,Married,Female,Retired Data scientist,None,None
3,Main Lane,Guy,Taylor,76,Husband,Married,Male,Retired Corporate investment banker,None,None
4,Main Lane,Lisa,Kelly,34,Head,Single,Female,Unemployed,None,None
4,Main Lane,Dorothy,Kelly,3,Daughter,NA,Female,Child,None,NA
4,Main Lane,Georgina,Fleming,46,Lodger,Single,Female,Armed forces logistics/support/administrative officer,None,Catholic
4,Main Lane,Dylan,Collins,34,Lodger,Single,Male,Community development worker,None,Christian
5,Main Lane,Craig,Holden,33,Head,Single,Male,Research scientist (life sciences),None,None
5,Main Lane,Louise,Smith,32,Partner,Single,Female,Risk analyst,None,None
6,Main Lane,Arthur,Richards,49,Head,Single,Male,Broadcast presenter,None,Methodist
6,Main Lane,Clive,Cooper,48,None,Single,Male,Unemployed,None,Catholic
6,Main Lane,Anthony,Anderson,32,None,Single,Male,Unemployed,None,None
6,Main Lane,Tracey,Thompson,32,None,Single,Female,"Designer, fashion/clothing",None,None
7,Main Lane,Ruth,May,36,Head,Single,Female,"Scientist, research (medical)",None,Christian
8,Main Lane,Gemma,Lee,34,Head,Married,Female,Solicitor,None,Methodist
8,Main Lane,Phillip,Lee,34,Husband,Married,Male,Unemployed,None,Methodist
8,Main Lane,Bradley,Lee,5,Son,NA,Male,Student,None,NA
8,Main Lane,Jasmine,Lee,1,Daughter,NA,Female,Child,None,NA
9,Main Lane,Zoe,Ryan,57,Head,Single,Female,Arts administrator,None,Christian
9,Main Lane,Nigel,Williams,59,Partner,Single,Male,Stage manager,None,Christian
9,Main Lane,Kathleen,Ryan,15,Daughter,NA,Female,Student,None,NA
9,Main Lane,Eric,Ryan,13,Son,NA,Male,Student,None,NA
10,Main Lane,Maria,Robinson,45,Head,Married,Female,Dramatherapist,None,Christian
10,Main Lane,Gerald,Robinson,46,Husband,Married,Male,Neurosurgeon,None,Christian
11,Main Lane,Dorothy,Hussain,70,Head,Married,Female,"Retired Psychotherapist, child",None,None
11,Main Lane,Roy,Hussain,72,Husband,Married,Male,Retired Television camera operator,None,None
12,Main Lane,Marie,Barry,50,Head,Single,Female,Merchant navy officer,None,None
12,Main Lane,Scott,Robinson,55,Partner,Single,Male,Personnel officer,None,None
12,Main Lane,Leigh,Barry,13,Son,NA,Male,Student,None,NA
12,Main Lane,Kate,Barry,5,Daughter,NA,Female,Student,None,NA
13,Main Lane,Katie,Lewis,58,Head,Single,Female,Advertising account planner,None,Methodist
13,Main Lane,Anthony,Clarke,59,Partner,Single,Male,"Teacher, English as a foreign language",None,None
13,Main Lane,Jonathan,Taylor,25,Son,Single,Male,Product manager,None,Methodist
13,Main Lane,Keith,Taylor,14,Son,NA,Male,Student,None,NA
14,Main Lane,Louise,Potts,55,Head,Married,Female,Insurance broker,None,Christian
14,Main Lane,Liam,Potts,58,Husband,Married,Male,Adult guidance worker,None,None
14,Main Lane,Gareth,Potts,21,Son,Single,Male,University Student,None,Christian
14,Main Lane,Jake,Potts,21,Son,Single,Male,University Student,None,Christian
14,Main Lane,Jacob,Potts,19,Son,Divorced,Male,University Student,None,Christian
15,Main Lane,Vanessa,Wilson,60,Head,Divorced,Female,"Engineer, control and instrumentation",None,Catholic
16,Main Lane,Patricia,Graham,61,Head,Married,Female,Insurance underwriter,None,Christian
16,Main Lane,Jake,Graham,67,Husband,Married,Male,Nature conservation officer,None,Christian
16,Main Lane,Linda,Graham,40,Daughter,Divorced,Female,Corporate investment banker,None,Christian
16,Main Lane,Robin,Graham,39,Son,Single,Male,Market researcher,None,None
17,Main Lane,Bethany,Barrett,54,Head,Married,Female,Historic buildings inspector/conservation officer,None,Christian
17,Main Lane,Neil,Barrett,53,Husband,Married,Male,Speech and language therapist,None,None
17,Main Lane,Alan,Barrett,25,Son,Single,Male,Recruitment consultant,None,Christian
17,Main Lane,George,Barrett,16,Son,NA,Male,Student,None,NA
1,Brown Crescent,Louise,Brooks,19,Head,Divorced,Female,University Student,None,Catholic
1,Brown Crescent,Rebecca,Lamb,34,None,Single,Female,Tax inspector,None,None
2,Brown Crescent,Beverley,Kirk,32,Head,Married,Female,Petroleum engineer,None,None
2,Brown Crescent,Antony,Kirk,33,Husband,Married,Male,Event organiser,None,None
2,Brown Crescent,Donna,Kirk,11,Daughter,NA,Female,Student,None,NA
2,Brown Crescent,Joseph,Kirk,6,Son,NA,Male,Student,None,NA
2,Brown Crescent,Grace,Kirk,3,Daughter,NA,Female,Child,None,NA
3,Brown Crescent,Carol,Williamson,26,Head,Single,Female,"Geologist, wellsite",None,Christian
3,Brown Crescent,Ryan,Martin,34,Partner,Single,Male,Homeopath,None,Christian
3,Brown Crescent,Leonard,Williamson,9,Son,NA,Male,Student,None,NA
3,Brown Crescent,Abdul,Williamson,6,Son,NA,Male,Student,None,NA
3,Brown Crescent,Kimberley,Williamson,5,Daughter,NA,Female,Student,None,NA
4,Brown Crescent,Eric,Slater,42,Head,Married,Male,Customer service manager,None,None
4,Brown Crescent,Beth,Slater,40,Wife,Married,Female,Agricultural consultant,None,None
4,Brown Crescent,Jamie,Slater,48,Cousin,Single,Male,"Surveyor, quantity",None,None
5,Brown Crescent,Connor,Scott,52,Head,Single,Male,"Therapist, horticultural",None,Christian
5,Brown Crescent,Patricia,Brown,46,Partner,Single,Female,"Surveyor, building",None,Christian
6,Brown Crescent,Lorraine,Ryan,64,Head,Single,Female,Holiday representative,None,None
6,Brown Crescent,Eric,Fraser,66,Partner,Single,Male,Aid worker,None,None
6,Brown Crescent,Kate,Ryan,25,Daughter,Divorced,Female,"Surveyor, rural practice",None,None
6,Brown Crescent,Gareth,Ryan,22,Son,Single,Male,University Student,None,None
6,Brown Crescent,Emily,Ryan,10,Daughter,NA,Female,Student,None,NA
7,Brown Crescent,Steven,Wood,36,Head,Divorced,Male,Unemployed,None,Christian
8,Brown Crescent,Kayleigh,Bishop,62,Head,Married,Female,Passenger transport manager,None,None
8,Brown Crescent,Gavin,Bishop,62,Husband,Married,Male,"Presenter, broadcasting",None,None
8,Brown Crescent,Daniel,Bishop,14,Son,NA,Male,Student,None,NA
9,Brown Crescent,Hayley,Turner,40,Head,Divorced,Female,"Engineer, site",None,Catholic
9,Brown Crescent,Ian,Turner,10,Son,NA,Male,Student,None,NA
10,Brown Crescent,Jill,Lynch,61,Head,Divorced,Female,"Designer, television/film set",None,Methodist
11,Brown Crescent,Jodie,Rogers,33,Head,Married,Female,Neurosurgeon,Physical Disability,Christian
11,Brown Crescent,Craig,Rogers,36,Husband,Married,Male,Company secretary,None,Christian
12,Brown Crescent,Cheryl,Collins,31,Head,Single,Female,Oceanographer,None,Methodist
12,Brown Crescent,Kayleigh,Clark,52,None,Single,Female,Catering manager,None,Christian
13,Brown Crescent,Connor,Jones,56,Head,Single,Male,Human resources officer,None,Christian
13,Brown Crescent,Wendy,Jones,32,Daughter,Divorced,Female,Ambulance person,None,None
14,Brown Crescent,Shirley,Wright,22,Head,Single,Female,University Student,None,None
15,Brown Crescent,Duncan,Williams,82,Head,Widowed,Male,Retired Garment/textile technologist,None,Catholic
16,Brown Crescent,Lisa,Rogers,42,Head,Married,Female,Conference centre manager,None,Methodist
16,Brown Crescent,Billy,Rogers,45,Husband,Married,Male,Video editor,None,Methodist
16,Brown Crescent,Rebecca,Rogers,10,Daughter,NA,Female,Student,None,NA
16,Brown Crescent,Francesca,Rogers,7,Daughter,NA,Female,Student,None,NA
16,Brown Crescent,Brian,Rogers,6,Son,NA,Male,Student,None,NA
17,Brown Crescent,Albert,Smith,66,Head,Married,Male,Early years teacher,None,Methodist
17,Brown Crescent,Anne,Smith,63,Wife,Married,Female,Counsellor,None,Methodist
17,Brown Crescent,Maria,Bartlett,8,Granddaughter,NA,Female,Student,None,NA
18,Brown Crescent,Bethany,Webb,38,Head,Married,Female,Agricultural engineer,None,None
18,Brown Crescent,Gordon,Webb,42,Husband,Married,Male,Barrister's clerk,None,None
18,Brown Crescent,Gavin,Webb,18,Son,Single,Male,Student,None,None
18,Brown Crescent,Josh,Webb,12,Son,NA,Male,Student,None,NA
18,Brown Crescent,Rosie,Webb,9,Daughter,NA,Female,Student,None,NA
19,Brown Crescent,Gordon,Miller,31,Head,Single,Male,Advertising account executive,None,None
20,Brown Crescent,Marie,Clarke,39,Head,Single,Female,Neurosurgeon,None,Methodist
20,Brown Crescent,Marion,Clarke,11,Daughter,NA,Female,Student,None,NA
21,Brown Crescent,Helen,Lewis,28,Head,Single,Female,"Geologist, engineering",None,None
21,Brown Crescent,Victor,Lewis,3,Son,NA,Male,Child,None,NA
21,Brown Crescent,Callum,Lewis,3,Son,NA,Male,Child,None,NA
21,Brown Crescent,Eric,Cooper,55,Sibling,Divorced,Male,Physiotherapist,None,Christian
21,Brown Crescent,Michael,Jones,62,Lodger,Single,Male,"Surveyor, planning and development",None,Christian
22,Brown Crescent,Megan,Evans,83,Head,Widowed,Female,"Retired Psychologist, clinical",None,Christian
22,Brown Crescent,Paul,Evans,43,Son,Single,Male,"Engineer, drilling",None,Christian
22,Brown Crescent,Alexander,Evans,41,Son,Single,Male,"Lecturer, higher education",None,Christian
23,Brown Crescent,Graeme,Hill,46,Head,Married,Male,Adult nurse,None,Methodist
23,Brown Crescent,Sally,Hill,39,Wife,Married,Female,"Engineer, site",None,Methodist
23,Brown Crescent,Patrick,Clayton,2,Grandson,NA,Male,Child,None,NA
24,Brown Crescent,Debra,Lloyd,45,Head,Single,Female,"Engineer, electronics",None,None
24,Brown Crescent,Natalie,Lloyd,11,Daughter,NA,Female,Student,None,NA
25,Brown Crescent,Angela,Williams,46,Head,Single,Female,Tree surgeon,None,Methodist
25,Brown Crescent,Joseph,Williams,10,Son,NA,Male,Student,None,NA
26,Brown Crescent,Jill,Benson,27,Head,Divorced,Female,Advice worker,None,Jewish
27,Brown Crescent,Lauren,Wilkins,46,Head,Married,Female,Air cabin crew,None,Catholic
27,Brown Crescent,Henry,Wilkins,54,Husband,Married,Male,Secondary school teacher,None,Catholic
27,Brown Crescent,Steven,Wilkins,13,Son,NA,Male,Student,None,NA
28,Brown Crescent,Anne,Barnett,32,Head,Divorced,Female,Geophysicist/field seismologist,None,None
28,Brown Crescent,Charlotte,Barnett,4,Daughter,NA,Female,Child,None,NA
29,Brown Crescent,Joan,Ahmed,46,Head,Divorced,Female,"Physicist, medical",None,None
29,Brown Crescent,Marie,Ahmed,11,Daughter,NA,Female,Student,None,NA
29,Brown Crescent,Carly,Ahmed,5,Daughter,NA,Female,Student,None,NA
29,Brown Crescent,Pamela,Ahmed,4,Daughter,NA,Female,Child,None,NA
29,Brown Crescent,Alison,Ahmed,2,Daughter,NA,Female,Child,None,NA
30,Brown Crescent,Denis,Evans,63,Head,Single,Male,Unemployed,None,None
31,Brown Crescent,Georgia,Pritchard,51,Head,Married,Female,Television/film/video producer,None,Christian
31,Brown Crescent,Jack,Pritchard,53,Husband,Married,Male,Unemployed,None,Christian
31,Brown Crescent,Jade,Pritchard,29,Adopted Daughter,Single,Female,Unemployed,None,Christian
31,Brown Crescent,Shannon,Pritchard,26,Daughter,Single,Female,Health and safety adviser,None,Christian
